name;measure;value_2020;value_2021;value_2022;value_2023;rank_2020;rank_2021;rank_2022;rank_2023;matrix_class_2020;matrix_class_2021;matrix_class_2022;matrix_class_2023
Jizhong Energy Group;assets_m;33149.0;0.0;0.0;0.0;422.0;0.0;0.0;0.0;"]90% ; 100%]";na_class;na_class;na_class
Jizhong Energy Group;employees;107359.0;0.0;0.0;0.0;214.0;0.0;0.0;0.0;"]70% ; 80%]";na_class;na_class;na_class
Jizhong Energy Group;profits_m;-114.0;0.0;0.0;0.0;444.0;0.0;0.0;0.0;<=0;na_class;na_class;na_class
Jizhong Energy Group;revenues_m;30666.0;0.0;0.0;0.0;404.0;0.0;0.0;0.0;"]90% ; 100%]";na_class;na_class;na_class
Johnson & Johnson;assets_m;157728.0;174894.0;182018.0;187378.0;166.0;164.0;156.0;145.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Johnson & Johnson;employees;132200.0;134500.0;141700.0;152700.0;170.0;164.0;155.0;150.0;"]70% ; 80%]";"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]"
Johnson & Johnson;profits_m;15119.0;14714.0;20878.0;17941.0;25.0;25.0;31.0;35.0;"]30% ; 40%]";"]30% ; 40%]";"]30% ; 40%]";"]40% ; 50%]"
Johnson & Johnson;revenues_m;82059.0;82584.0;93775.0;94943.0;104.0;94.0;107.0;112.0;"]40% ; 50%]";"]40% ; 50%]";"]40% ; 50%]";"]50% ; 60%]"
Johnson Controls;assets_m;42287.0;0.0;0.0;0.0;383.0;0.0;0.0;0.0;"]90% ; 100%]";na_class;na_class;na_class
Johnson Controls;employees;104000.0;0.0;0.0;0.0;220.0;0.0;0.0;0.0;"]70% ; 80%]";na_class;na_class;na_class
Johnson Controls;profits_m;5674.0;0.0;0.0;0.0;99.0;0.0;0.0;0.0;"]60% ; 70%]";na_class;na_class;na_class
Johnson Controls;revenues_m;28969.0;0.0;0.0;0.0;437.0;0.0;0.0;0.0;"]90% ; 100%]";na_class;na_class;na_class
KB Financial Group;assets_m;448446.0;561843.0;558637.0;557387.0;73.0;67.0;63.0;58.0;"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]"
KB Financial Group;employees;26702.0;26948.0;26187.0;25876.0;429.0;437.0;429.0;426.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
KB Financial Group;profits_m;2842.0;2929.0;3853.0;3405.0;212.0;175.0;213.0;217.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
KB Financial Group;revenues_m;29470.0;33201.0;37197.0;43622.0;424.0;366.0;382.0;337.0;"]90% ; 100%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
KDDI;assets_m;88648.0;95256.0;91297.0;89782.0;248.0;249.0;264.0;254.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
KDDI;employees;44952.0;47320.0;48829.0;49659.0;380.0;375.0;358.0;351.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
KDDI;profits_m;5884.0;6146.0;5986.0;5005.0;95.0;80.0;147.0;159.0;"]60% ; 70%]";"]60% ; 70%]";"]70% ; 80%]";"]80% ; 90%]"
KDDI;revenues_m;48171.0;50115.0;48486.0;41902.0;241.0;217.0;281.0;355.0;"]70% ; 80%]";"]60% ; 70%]";"]70% ; 80%]";"]80% ; 90%]"
Kansai Electric Power;assets_m;70443.0;73018.0;0.0;0.0;280.0;290.0;0.0;0.0;"]90% ; 100%]";"]90% ; 100%]";na_class;na_class
Kansai Electric Power;employees;31850.0;31933.0;0.0;0.0;410.0;421.0;0.0;0.0;"]90% ; 100%]";"]90% ; 100%]";na_class;na_class
Kansai Electric Power;profits_m;1196.0;1028.0;0.0;0.0;318.0;303.0;0.0;0.0;"]90% ; 100%]";"]90% ; 100%]";na_class;na_class
Kansai Electric Power;revenues_m;29288.0;29171.0;0.0;0.0;426.0;416.0;0.0;0.0;"]90% ; 100%]";"]90% ; 100%]";na_class;na_class
Kia;assets_m;47864.0;55654.0;56251.0;58596.0;352.0;344.0;351.0;339.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Kia;employees;52448.0;51899.0;51975.0;35847.0;355.0;356.0;347.0;397.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Kia;profits_m;1567.0;1261.0;4160.0;4191.0;284.0;282.0;207.0;192.0;"]90% ; 100%]";"]90% ; 100%]";"]80% ; 90%]";"]80% ; 90%]"
Kia;revenues_m;49894.0;50155.0;61050.0;67055.0;229.0;215.0;212.0;195.0;"]70% ; 80%]";"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]"
Korea Electric Power;assets_m;170888.0;186899.0;177638.0;186655.0;158.0;157.0;163.0;147.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Korea Electric Power;employees;47452.0;48519.0;48809.0;49237.0;370.0;368.0;359.0;353.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Korea Electric Power;profits_m;-2013.0;1688.0;-4645.0;-18954.0;473.0;246.0;485.0;489.0;<=0;"]90% ; 100%]";<=0;<=0
Korea Electric Power;revenues_m;50257.0;49102.0;52356.0;54650.0;227.0;222.0;249.0;257.0;"]70% ; 80%]";"]60% ; 70%]";"]70% ; 80%]";"]70% ; 80%]"
Korea Gas;assets_m;0.0;0.0;0.0;49624.0;0.0;0.0;0.0;366.0;na_class;na_class;na_class;"]90% ; 100%]"
Korea Gas;employees;0.0;0.0;0.0;4254.0;0.0;0.0;0.0;484.0;na_class;na_class;na_class;"]90% ; 100%]"
Korea Gas;profits_m;0.0;0.0;0.0;1157.0;0.0;0.0;0.0;338.0;na_class;na_class;na_class;"]90% ; 100%]"
Korea Gas;revenues_m;0.0;0.0;0.0;40069.0;0.0;0.0;0.0;371.0;na_class;na_class;na_class;"]80% ; 90%]"
Koç Holding;assets_m;25453.0;84826.0;77018.0;84577.0;447.0;269.0;303.0;266.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Koç Holding;employees;92990.0;100641.0;105908.0;114677.0;254.0;225.0;214.0;199.0;"]80% ; 90%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
Koç Holding;profits_m;774.0;1321.0;1710.0;4216.0;350.0;277.0;320.0;191.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]80% ; 90%]"
Koç Holding;revenues_m;27053.0;26179.0;39014.0;54467.0;468.0;466.0;357.0;258.0;"]90% ; 100%]";"]90% ; 100%]";"]80% ; 90%]";"]70% ; 80%]"
Kraft Heinz;assets_m;0.0;99830.0;0.0;0.0;0.0;241.0;0.0;0.0;na_class;"]90% ; 100%]";na_class;na_class
Kraft Heinz;employees;0.0;38000.0;0.0;0.0;0.0;399.0;0.0;0.0;na_class;"]90% ; 100%]";na_class;na_class
Kraft Heinz;profits_m;0.0;356.0;0.0;0.0;0.0;370.0;0.0;0.0;na_class;"]90% ; 100%]";na_class;na_class
Kraft Heinz;revenues_m;0.0;26185.0;0.0;0.0;0.0;465.0;0.0;0.0;na_class;"]90% ; 100%]";na_class;na_class
Kroger;assets_m;45256.0;48662.0;49086.0;49623.0;366.0;371.0;370.0;367.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Kroger;employees;435000.0;465000.0;420000.0;430000.0;20.0;17.0;20.0;22.0;"]20% ; 30%]";"]10% ; 20%]";"]20% ; 30%]";"]20% ; 30%]"
Kroger;profits_m;1659.0;2585.0;1655.0;2244.0;277.0;189.0;323.0;264.0;"]90% ; 100%]";"]80% ; 90%]";"]90% ; 100%]";"]90% ; 100%]"
Kroger;revenues_m;122286.0;132498.0;137888.0;148258.0;51.0;40.0;51.0;58.0;"]30% ; 40%]";"]20% ; 30%]";"]30% ; 40%]";"]30% ; 40%]"
Kuehne + Nagel International;assets_m;0.0;0.0;16085.0;15951.0;0.0;0.0;481.0;481.0;na_class;na_class;"]90% ; 100%]";"]90% ; 100%]"
Kuehne + Nagel International;employees;0.0;0.0;73516.0;75194.0;0.0;0.0;297.0;290.0;na_class;na_class;"]80% ; 90%]";"]80% ; 90%]"
Kuehne + Nagel International;profits_m;0.0;0.0;2223.0;2770.0;0.0;0.0;287.0;241.0;na_class;na_class;"]90% ; 100%]";"]90% ; 100%]"
Kuehne + Nagel International;revenues_m;0.0;0.0;35891.0;41278.0;0.0;0.0;396.0;362.0;na_class;na_class;"]90% ; 100%]";"]80% ; 90%]"
L'Oréal;assets_m;49172.0;53366.0;48906.0;49983.0;344.0;353.0;371.0;363.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
L'Oréal;employees;87974.0;85392.0;85412.0;87369.0;267.0;264.0;264.0;260.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
L'Oréal;profits_m;4197.0;4060.0;5435.0;6002.0;142.0;126.0;168.0;132.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
L'Oréal;revenues_m;33436.0;31896.0;38175.0;40241.0;373.0;386.0;367.0;368.0;"]80% ; 90%]";"]90% ; 100%]";"]80% ; 90%]";"]80% ; 90%]"
LG Chem;assets_m;0.0;38079.0;43028.0;54035.0;0.0;412.0;395.0;351.0;na_class;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
LG Chem;employees;0.0;40234.0;40000.0;40000.0;0.0;394.0;383.0;383.0;na_class;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
LG Chem;profits_m;0.0;435.0;3207.0;1430.0;0.0;361.0;244.0;309.0;na_class;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
LG Chem;revenues_m;0.0;26645.0;37830.0;40241.0;0.0;460.0;369.0;368.0;na_class;"]90% ; 100%]";"]80% ; 90%]";"]80% ; 90%]"
LG Electronics;assets_m;38796.0;44350.0;45002.0;43846.0;402.0;393.0;381.0;384.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
LG Electronics;employees;74000.0;75000.0;75000.0;74000.0;302.0;294.0;290.0;293.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
LG Electronics;profits_m;27.0;1669.0;902.0;927.0;435.0;247.0;374.0;358.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
LG Electronics;revenues_m;53464.0;53625.0;66862.0;64953.0;207.0;192.0;187.0;203.0;"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]"
La Poste;assets_m;326618.0;927802.0;905467.0;824922.0;92.0;43.0;44.0;43.0;"]70% ; 80%]";"]50% ; 60%]";"]50% ; 60%]";"]50% ; 60%]"
La Poste;employees;225693.0;219625.0;244980.0;238033.0;84.0;88.0;73.0;77.0;"]40% ; 50%]";"]50% ; 60%]";"]40% ; 50%]";"]40% ; 50%]"
La Poste;profits_m;920.0;2375.0;2446.0;1265.0;335.0;198.0;271.0;324.0;"]90% ; 100%]";"]80% ; 90%]";"]90% ; 100%]";"]90% ; 100%]"
La Poste;revenues_m;29082.0;35534.0;40919.0;37224.0;431.0;341.0;340.0;400.0;"]90% ; 100%]";"]80% ; 90%]";"]80% ; 90%]";"]90% ; 100%]"
Legal & General Group;assets_m;742524.0;779962.0;789067.0;0.0;48.0;50.0;48.0;0.0;"]50% ; 60%]";"]50% ; 60%]";"]50% ; 60%]";na_class
Legal & General Group;employees;8542.0;10099.0;10743.0;0.0;475.0;481.0;472.0;0.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";na_class
Legal & General Group;profits_m;2340.0;2061.0;2819.0;0.0;231.0;215.0;258.0;0.0;"]80% ; 90%]";"]80% ; 90%]";"]90% ; 100%]";na_class
Legal & General Group;revenues_m;90615.0;63325.0;62505.0;0.0;85.0;153.0;203.0;0.0;"]40% ; 50%]";"]50% ; 60%]";"]60% ; 70%]";na_class
Lennar;assets_m;0.0;0.0;0.0;37984.0;0.0;0.0;0.0;410.0;na_class;na_class;na_class;"]90% ; 100%]"
Lennar;employees;0.0;0.0;0.0;12012.0;0.0;0.0;0.0;464.0;na_class;na_class;na_class;"]90% ; 100%]"
Lennar;profits_m;0.0;0.0;0.0;4614.0;0.0;0.0;0.0;171.0;na_class;na_class;na_class;"]80% ; 90%]"
Lennar;revenues_m;0.0;0.0;0.0;33671.0;0.0;0.0;0.0;447.0;na_class;na_class;na_class;"]90% ; 100%]"
Lenovo Group;assets_m;32128.0;37991.0;44510.0;38920.0;425.0;413.0;385.0;407.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Lenovo Group;employees;63000.0;71500.0;75000.0;77000.0;331.0;306.0;290.0;286.0;"]90% ; 100%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Lenovo Group;profits_m;665.0;1178.0;2030.0;1608.0;363.0;290.0;297.0;296.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Lenovo Group;revenues_m;50716.0;60742.0;71618.0;61947.0;224.0;159.0;171.0;216.0;"]70% ; 80%]";"]50% ; 60%]";"]60% ; 70%]";"]70% ; 80%]"
Liberty Mutual Insurance Group;assets_m;133644.0;145377.0;156043.0;160316.0;188.0;188.0;182.0;168.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Liberty Mutual Insurance Group;employees;45000.0;45000.0;45000.0;50000.0;379.0;381.0;369.0;348.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Liberty Mutual Insurance Group;profits_m;1044.0;758.0;3068.0;414.0;330.0;324.0;249.0;404.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Liberty Mutual Insurance Group;revenues_m;43228.0;43796.0;48200.0;49956.0;277.0;262.0;285.0;282.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
Life Insurance Corp. of India;assets_m;0.0;0.0;560682.0;557673.0;0.0;0.0;62.0;57.0;na_class;na_class;"]60% ; 70%]";"]60% ; 70%]"
Life Insurance Corp. of India;employees;0.0;0.0;105738.0;104036.0;0.0;0.0;215.0;218.0;na_class;na_class;"]70% ; 80%]";"]70% ; 80%]"
Life Insurance Corp. of India;profits_m;0.0;0.0;554.0;4483.0;0.0;0.0;411.0;179.0;na_class;na_class;"]90% ; 100%]";"]80% ; 90%]"
Life Insurance Corp. of India;revenues_m;0.0;0.0;97267.0;98535.0;0.0;0.0;98.0;107.0;na_class;na_class;"]40% ; 50%]";"]40% ; 50%]"
Linde;assets_m;86612.0;88229.0;81605.0;79658.0;251.0;262.0;286.0;277.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Linde;employees;79886.0;74207.0;72327.0;65010.0;290.0;297.0;303.0;320.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]90% ; 100%]"
Linde;profits_m;2285.0;2501.0;3826.0;4147.0;232.0;195.0;214.0;196.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Linde;revenues_m;28677.0;27250.0;30798.0;33364.0;442.0;446.0;463.0;457.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Lloyds Banking Group;assets_m;1104491.0;1191025.0;1200621.0;0.0;27.0;34.0;35.0;0.0;"]40% ; 50%]";"]40% ; 50%]";"]50% ; 60%]";na_class
Lloyds Banking Group;employees;63069.0;61576.0;57955.0;0.0;330.0;331.0;334.0;0.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";na_class
Lloyds Banking Group;profits_m;3733.0;1690.0;7954.0;0.0;162.0;245.0;106.0;0.0;"]70% ; 80%]";"]90% ; 100%]";"]60% ; 70%]";na_class
Lloyds Banking Group;revenues_m;64297.0;43441.0;58476.0;0.0;170.0;267.0;222.0;0.0;"]60% ; 70%]";"]70% ; 80%]";"]70% ; 80%]";na_class
Lockheed Martin;assets_m;47528.0;50710.0;50873.0;52880.0;355.0;364.0;364.0;355.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Lockheed Martin;employees;110000.0;114000.0;114000.0;116000.0;211.0;197.0;200.0;195.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]"
Lockheed Martin;profits_m;6230.0;6833.0;6315.0;5732.0;89.0;70.0;138.0;141.0;"]60% ; 70%]";"]60% ; 70%]";"]70% ; 80%]";"]70% ; 80%]"
Lockheed Martin;revenues_m;59812.0;65398.0;67044.0;65984.0;182.0;144.0;185.0;198.0;"]60% ; 70%]";"]50% ; 60%]";"]60% ; 70%]";"]60% ; 70%]"
Longfor Group Holdings;assets_m;0.0;117266.0;137852.0;114072.0;0.0;224.0;203.0;214.0;na_class;"]90% ; 100%]";"]80% ; 90%]";"]80% ; 90%]"
Longfor Group Holdings;employees;0.0;35426.0;44065.0;31565.0;0.0;409.0;372.0;416.0;na_class;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Longfor Group Holdings;profits_m;0.0;2899.0;3698.0;3622.0;0.0;178.0;224.0;213.0;na_class;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
Longfor Group Holdings;revenues_m;0.0;26746.0;34630.0;37249.0;0.0;455.0;412.0;399.0;na_class;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Louis Dreyfus;assets_m;19538.0;23253.0;23626.0;21613.0;463.0;462.0;462.0;462.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Louis Dreyfus;employees;16509.0;15708.0;15737.0;16300.0;453.0;467.0;457.0;450.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Louis Dreyfus;profits_m;230.0;382.0;697.0;1006.0;405.0;368.0;392.0;351.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Louis Dreyfus;revenues_m;33786.0;33564.0;49569.0;59931.0;369.0;362.0;276.0;227.0;"]80% ; 90%]";"]80% ; 90%]";"]70% ; 80%]";"]70% ; 80%]"
Lowe's;assets_m;39471.0;46735.0;44640.0;43708.0;398.0;380.0;383.0;387.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Lowe's;employees;260000.0;280000.0;270000.0;244500.0;69.0;57.0;64.0;74.0;"]40% ; 50%]";"]30% ; 40%]";"]40% ; 50%]";"]40% ; 50%]"
Lowe's;profits_m;4281.0;5835.0;8442.0;6437.0;139.0;84.0;97.0;126.0;"]70% ; 80%]";"]60% ; 70%]";"]60% ; 70%]";"]70% ; 80%]"
Lowe's;revenues_m;72148.0;89597.0;96250.0;97059.0;137.0;80.0;101.0;108.0;"]50% ; 60%]";"]40% ; 50%]";"]40% ; 50%]";"]40% ; 50%]"
Lufthansa Group;assets_m;47881.0;0.0;0.0;46238.0;351.0;0.0;0.0;378.0;"]90% ; 100%]";na_class;na_class;"]90% ; 100%]"
Lufthansa Group;employees;118292.0;0.0;0.0;93083.0;194.0;0.0;0.0;243.0;"]70% ; 80%]";na_class;na_class;"]80% ; 90%]"
Lufthansa Group;profits_m;1358.0;0.0;0.0;832.0;302.0;0.0;0.0;371.0;"]90% ; 100%]";na_class;na_class;"]90% ; 100%]"
Lufthansa Group;revenues_m;40768.0;0.0;0.0;34466.0;302.0;0.0;0.0;436.0;"]80% ; 90%]";na_class;na_class;"]90% ; 100%]"
Lukoil;assets_m;95773.0;81061.0;91574.0;0.0;242.0;277.0;262.0;0.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";na_class
Lukoil;employees;101000.0;100769.0;102424.0;0.0;230.0;222.0;223.0;0.0;"]80% ; 90%]";"]70% ; 80%]";"]70% ; 80%]";na_class
Lukoil;profits_m;9895.0;210.0;10496.0;0.0;49.0;390.0;75.0;0.0;"]40% ; 50%]";"]90% ; 100%]";"]50% ; 60%]";na_class
Lukoil;revenues_m;114621.0;71856.0;125135.0;0.0;57.0;125.0;67.0;0.0;"]30% ; 40%]";"]50% ; 60%]";"]30% ; 40%]";na_class
Luxshare Precision Industry;assets_m;0.0;0.0;0.0;21514.0;0.0;0.0;0.0;464.0;na_class;na_class;na_class;"]90% ; 100%]"
Luxshare Precision Industry;employees;0.0;0.0;0.0;236932.0;0.0;0.0;0.0;79.0;na_class;na_class;na_class;"]40% ; 50%]"
Luxshare Precision Industry;profits_m;0.0;0.0;0.0;1362.0;0.0;0.0;0.0;318.0;na_class;na_class;na_class;"]90% ; 100%]"
Luxshare Precision Industry;revenues_m;0.0;0.0;0.0;31817.0;0.0;0.0;0.0;476.0;na_class;na_class;na_class;"]90% ; 100%]"
Lu’an Chemical Group;assets_m;35870.0;0.0;46429.0;49859.0;411.0;0.0;376.0;365.0;"]90% ; 100%]";na_class;"]90% ; 100%]";"]90% ; 100%]"
Lu’an Chemical Group;employees;106188.0;0.0;99132.0;109599.0;216.0;0.0;234.0;206.0;"]70% ; 80%]";na_class;"]80% ; 90%]";"]70% ; 80%]"
Lu’an Chemical Group;profits_m;105.0;0.0;-272.0;88.0;426.0;0.0;472.0;451.0;"]90% ; 100%]";na_class;<=0;"]90% ; 100%]"
Lu’an Chemical Group;revenues_m;26078.0;0.0;34043.0;32596.0;486.0;0.0;422.0;465.0;"]90% ; 100%]";na_class;"]90% ; 100%]";"]90% ; 100%]"
LyondellBasell Industries;assets_m;30435.0;35403.0;36742.0;36365.0;432.0;424.0;418.0;417.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
LyondellBasell Industries;employees;19100.0;19200.0;19100.0;19300.0;447.0;462.0;450.0;442.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
LyondellBasell Industries;profits_m;3390.0;1420.0;5610.0;3882.0;188.0;260.0;159.0;204.0;"]80% ; 90%]";"]90% ; 100%]";"]70% ; 80%]";"]80% ; 90%]"
LyondellBasell Industries;revenues_m;34727.0;27753.0;46173.0;50451.0;358.0;437.0;305.0;279.0;"]80% ; 90%]";"]90% ; 100%]";"]80% ; 90%]";"]70% ; 80%]"
M&G;assets_m;299659.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;"]70% ; 80%]";na_class;na_class;na_class
M&G;employees;8021.0;0.0;0.0;0.0;476.0;0.0;0.0;0.0;"]90% ; 100%]";na_class;na_class;na_class
M&G;profits_m;1429.0;0.0;0.0;0.0;294.0;0.0;0.0;0.0;"]90% ; 100%]";na_class;na_class;na_class
M&G;revenues_m;41076.0;0.0;0.0;0.0;297.0;0.0;0.0;0.0;"]80% ; 90%]";na_class;na_class;na_class
MS&AD Insurance Group Holdings;assets_m;214643.0;218287.0;206193.0;188341.0;137.0;136.0;144.0;142.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]"
MS&AD Insurance Group Holdings;employees;41942.0;41501.0;39962.0;38584.0;387.0;391.0;385.0;388.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
MS&AD Insurance Group Holdings;profits_m;1316.0;1362.0;2339.0;1193.0;307.0;269.0;282.0;335.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
MS&AD Insurance Group Holdings;revenues_m;47537.0;46150.0;45685.0;38796.0;246.0;245.0;309.0;381.0;"]70% ; 80%]";"]70% ; 80%]";"]80% ; 90%]";"]90% ; 100%]"
Maersk Group;assets_m;55399.0;56117.0;72271.0;93680.0;326.0;343.0;311.0;243.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Maersk Group;employees;83512.0;83624.0;85375.0;104260.0;281.0;270.0;265.0;217.0;"]80% ; 90%]";"]80% ; 90%]";"]80% ; 90%]";"]70% ; 80%]"
Maersk Group;profits_m;-84.0;2850.0;17942.0;29198.0;441.0;180.0;39.0;19.0;<=0;"]80% ; 90%]";"]40% ; 50%]";"]30% ; 40%]"
Maersk Group;revenues_m;39198.0;39740.0;61787.0;81529.0;318.0;297.0;206.0;151.0;"]80% ; 90%]";"]80% ; 90%]";"]60% ; 70%]";"]50% ; 60%]"
Magna International;assets_m;25790.0;28605.0;29086.0;27789.0;445.0;443.0;440.0;445.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Magna International;employees;165000.0;158000.0;158000.0;158000.0;127.0;135.0;138.0;144.0;"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]"
Magna International;profits_m;1765.0;757.0;1514.0;592.0;269.0;325.0;335.0;387.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Magna International;revenues_m;39431.0;32647.0;36242.0;37840.0;313.0;372.0;392.0;391.0;"]80% ; 90%]";"]80% ; 90%]";"]90% ; 100%]";"]90% ; 100%]"
Magnit;assets_m;0.0;0.0;0.0;18817.0;0.0;0.0;0.0;476.0;na_class;na_class;na_class;"]90% ; 100%]"
Magnit;employees;0.0;0.0;0.0;361000.0;0.0;0.0;0.0;38.0;na_class;na_class;na_class;"]30% ; 40%]"
Magnit;profits_m;0.0;0.0;0.0;402.0;0.0;0.0;0.0;406.0;na_class;na_class;na_class;"]90% ; 100%]"
Magnit;revenues_m;0.0;0.0;0.0;33849.0;0.0;0.0;0.0;445.0;na_class;na_class;na_class;"]90% ; 100%]"
Manulife Financial;assets_m;624040.0;691283.0;726731.0;0.0;55.0;56.0;53.0;0.0;"]60% ; 70%]";"]60% ; 70%]";"]60% ; 70%]";na_class
Manulife Financial;employees;35000.0;37000.0;38000.0;0.0;400.0;401.0;393.0;0.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";na_class
Manulife Financial;profits_m;4222.0;4378.0;5668.0;0.0;141.0;118.0;158.0;0.0;"]70% ; 80%]";"]70% ; 80%]";"]70% ; 80%]";na_class
Manulife Financial;revenues_m;59969.0;58840.0;49315.0;0.0;181.0;169.0;277.0;0.0;"]60% ; 70%]";"]60% ; 70%]";"]70% ; 80%]";na_class
Mapfre Group;assets_m;81385.0;84629.0;0.0;0.0;258.0;270.0;0.0;0.0;"]90% ; 100%]";"]90% ; 100%]";na_class;na_class
Mapfre Group;employees;34324.0;33730.0;0.0;0.0;402.0;415.0;0.0;0.0;"]90% ; 100%]";"]90% ; 100%]";na_class;na_class
Mapfre Group;profits_m;682.0;600.0;0.0;0.0;359.0;342.0;0.0;0.0;"]90% ; 100%]";"]90% ; 100%]";na_class;na_class
Mapfre Group;revenues_m;27520.0;24642.0;0.0;0.0;462.0;492.0;0.0;0.0;"]90% ; 100%]";"]90% ; 100%]";na_class;na_class
Marathon Petroleum;assets_m;98556.0;85158.0;85373.0;89904.0;238.0;266.0;276.0;253.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
Marathon Petroleum;employees;60910.0;57900.0;17700.0;17800.0;334.0;340.0;452.0;445.0;"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]";"]90% ; 100%]"
